name;title;male;culture;mother;father;heir;house;spouse;book1;book2;book3;book4;book5;isAliveMother;isAliveFather;isAliveHeir;isAliveSpouse;isMarried;isNoble;numDeadRelations;isPopular;popularity;Dívida;Capacidade de pagamento anual;
Sharna;;0;;;;;;Husband;0;0;1;1;0;;;;1;1;0;0;0;0.0367892976588628; R$ 11.212,00 ; R$ 26.798,00 ;
Daryn Hornwood;;1;Northmen;;;;House Hornwood;;1;0;0;0;1;;;;;0;0;0;0;0.0869565217391304; R$ 39.129,00 ; R$ 77.033,00 ;
Tion Frey;;1;;;;;;;1;1;1;1;1;;;;;0;0;0;0;0.120401337792642; R$ 63.714,00 ; R$ 35.279,00 ;
Runcel Hightower;Lord Commander of the Night's Watch;1;;;;;House Hightower;;0;0;1;0;0;;;;;0;1;0;0;0.0535117056856187; R$ 33.211,00 ; R$ 60.680,00 ;
Rhea Royce;Runestone;0;;;;;House Royce;Daemon Targaryen;0;0;0;0;0;;;;0;1;1;0;0;0.0936454849498327; R$ 17.883,00 ; R$ 32.938,00 ;
Sherrit;King;0;;;;;;;0;0;1;0;0;;;;;0;1;0;0;0.00334448160535117; R$ 81.104,00 ; R$ 46.419,00 ;
Torren Liddle;The LiddleLord Liddle;0;Northern mountain clans;;;;House Liddle;;0;0;0;1;1;;;;;0;1;0;0;0.020066889632107; R$ 9.843,00 ; R$ 53.263,00 ;
Lyle Crakehall;Ser;1;;;;;House Crakehall;;0;1;1;1;1;;;;;0;1;0;0;0.107023411371237; R$ 89.930,00 ; R$ 71.953,00 ;
Rhae Targaryen;Princess;0;Valyrian;;;;House Targaryen;;0;0;0;0;0;;;;;0;1;0;0;0.0802675585284281; R$ 41.412,00 ; R$ 33.672,00 ;
Waltyr Frey;;1;;;;;House Frey;;0;1;1;1;1;;;;;0;0;0;0;0.0501672240802675; R$ 82.274,00 ; R$ 76.730,00 ;
Helya;;0;;;;;House Greyjoy;;0;1;1;1;0;;;;;0;0;0;0;0.0167224080267558; R$ 77.921,00 ; R$ 61.713,00 ;
Humfrey Wagstaff;Ser;0;;;;;House Wagstaff;;0;0;0;1;0;;;;;0;1;0;0;0.0167224080267558; R$ 8.436,00 ; R$ 30.037,00 ;
Wenda;;0;;;;;Kingswood Brotherhood;;0;0;1;1;0;;;;;0;0;0;0;0.0167224080267558; R$ 2.986,00 ; R$ 34.168,00 ;
Elron;;0;;;;;Night's Watch;;0;1;1;1;1;;;;;0;0;0;0;0.0133779264214046; R$ 37.391,00 ; R$ 67.613,00 ;
Shiera Crakehall;;0;;;;;House Crakehall;Damion Lannister;0;0;1;1;1;;;;1;1;0;0;0;0.0668896321070234; R$ 96.480,00 ; R$ 76.473,00 ;
Quentin Tyrell;Ser;0;;;;;House Tyrell;;0;0;1;1;0;;;;;0;1;0;0;0.127090301003344; R$ 85.838,00 ; R$ 53.201,00 ;
Edric Storm;;1;;;;;House Baratheon;;1;1;1;1;1;;;;;0;0;0;0;0.284280936454849; R$ 17.257,00 ; R$ 74.243,00 ;
Josmyn Peckledon;;1;;;;;House Peckledon;;0;1;1;1;1;;;;;0;0;0;0;0.0501672240802675; R$ 70.762,00 ; R$ 76.597,00 ;
Coratt;;1;Vale mountain clans;;;;Stone Crows;;1;0;0;0;0;;;;;0;0;0;0;0.00334448160535117; R$ 24.802,00 ; R$ 23.491,00 ;
Alicent Hightower;LadyQueenDowager Queen;0;;;;;House Hightower;Viserys I Targaryen;0;0;0;0;0;;;;0;1;1;4;0;0.267558528428093; R$ 21.314,00 ; R$ 49.611,00 ;
Joseran;Maester;0;;;;;;;0;0;0;1;0;;;;;0;1;0;0;0.00334448160535117; R$ 14.428,00 ; R$ 38.993,00 ;
Melara Hetherspoon;;0;;;;;House Hetherspoon;;0;0;0;1;1;;;;;0;0;0;0;0.0468227424749163; R$ 54.173,00 ; R$ 34.153,00 ;
Mariya Darry;;0;;;;;House Darry;Merrett Frey;0;1;1;1;0;;;;0;1;0;0;0;0.190635451505016; R$ 44.315,00 ; R$ 42.312,00 ;
Will;;1;;;;;Night's Watch;;1;1;0;0;0;;;;;0;0;0;0;0.163879598662207; R$ 77.682,00 ; R$ 55.709,00 ;
Bethany (Blushing Bethany);;0;Braavosi;;;;;;0;0;0;1;0;;;;;0;0;0;0;0.0167224080267558; R$ 94.731,00 ; R$ 53.580,00 ;
Brynden Tully;Ser;1;Rivermen;;;;House Tully;;1;1;1;1;1;;;;;0;1;5;1;0.341137123745819; R$ 69.035,00 ; R$ 65.969,00 ;
Brandon Stark (Shipwright);;1;Northmen;;;;;;1;1;0;0;0;;;;;0;0;0;0;0.0367892976588628; R$ 69.927,00 ; R$ 63.543,00 ;
Myrcella Baratheon;Princess;0;;;;;House Baratheon of King's Landing;;1;1;1;1;1;;;;;0;1;5;1;0.561872909698996; R$ 42.102,00 ; R$ 52.270,00 ;
Loras Tyrell;Ser;1;The Reach;;;;House Tyrell;;1;1;1;1;1;;;;;0;1;2;1;0.665551839464882; R$ 40.641,00 ; R$ 78.647,00 ;
Eyron Stark;King in the North;1;Northmen;;;;House Stark;;0;1;0;0;0;;;;;0;1;0;0;0.0100334448160535; R$ 7.377,00 ; R$ 31.839,00 ;
Ronel Rivers;;0;;;;;House Frey;;1;1;1;1;1;;;;;0;0;0;0;0.0234113712374581; R$ 27.543,00 ; R$ 55.462,00 ;
Dywen;;1;;;;;Night's Watch;;1;1;1;1;1;;;;;0;0;0;0;0.0936454849498327; R$ 28.104,00 ; R$ 44.719,00 ;
Wun Weg Wun Dar Wun;;1;;;;;;;0;0;0;0;1;;;;;0;0;0;0;0.0501672240802675; R$ 16.331,00 ; R$ 24.917,00 ;
Eddard Karstark;;1;Northmen;;;;House Karstark;;1;1;1;1;1;;;;;0;0;0;0;0.0735785953177257; R$ 10.321,00 ; R$ 78.272,00 ;
Chella;;0;Vale mountain clans;;;;Black Ears;;1;1;1;0;0;;;;;0;0;0;0;0.0367892976588628; R$ 53.858,00 ; R$ 25.135,00 ;
Eggon;;1;;;;;House Clegane;;0;1;0;0;0;;;;;0;0;0;0;0.0133779264214046; R$ 69.220,00 ; R$ 69.595,00 ;
Lorimer;Ser;1;;;;;House Lefford;;0;0;0;1;0;;;;;0;1;0;0;0.0133779264214046; R$ 96.326,00 ; R$ 55.762,00 ;
Brandon Stark (the daughterless);Winterfell;1;Northmen;;;;House Stark;;0;1;0;0;0;;;;;0;1;0;0;0.0334448160535117; R$ 66.715,00 ; R$ 74.963,00 ;
Garse Flowers;;1;;;;;House Tyrell;;1;1;1;1;1;;;;;0;0;0;0;0.130434782608695; R$ 42.682,00 ; R$ 45.071,00 ;
Gawen Swann;Stonehelm;1;;;;;House Swann;;0;0;0;0;0;;;;;0;1;0;0;0.0167224080267558; R$ 94.297,00 ; R$ 36.722,00 ;
Penny Jenny;;0;;;;;;;0;0;0;0;0;;;;;0;0;0;0;0.00334448160535117; R$ 98.149,00 ; R$ 33.315,00 ;
Lambert Turnberry;Ser;1;;;;;House Turnberry;;0;0;0;1;1;;;;;0;1;0;0;0.0167224080267558; R$ 73.105,00 ; R$ 73.705,00 ;
Jaggot;;0;Vale mountain clans;;;;Stone Crows;;1;0;0;0;0;;;;;0;0;0;0;0; R$ 33.624,00 ; R$ 71.347,00 ;
Ezzara;Blue Grace;0;Ghiscari;;;;;;0;0;0;0;1;;;;;0;1;0;0;0.00668896321070234; R$ 91.713,00 ; R$ 30.054,00 ;
Jon Waters;Ser;1;;;;;;;0;0;0;1;0;;;;;0;1;0;0;0.0769230769230769; R$ 99.433,00 ; R$ 25.829,00 ;
Selmond Stackspear;Lord;0;;;;;House Stackspear;;0;0;1;1;1;;;;;0;1;0;0;0.020066889632107; R$ 24.970,00 ; R$ 59.706,00 ;
Vargo Hoat;Lord of Harrenhal;1;Qohor;;;;Brave Companions;;1;1;1;1;0;;;;;0;1;0;0;0.210702341137123; R$ 5.961,00 ; R$ 24.579,00 ;
Jon Redfort;Ser;0;Valemen;;;;House Redfort;;0;0;0;1;1;;;;;0;1;0;0;0.0234113712374581; R$ 40.499,00 ; R$ 67.502,00 ;
Colmar Frey;;1;;;;;House Frey;;0;1;1;1;1;;;;;0;0;0;0;0.0468227424749163; R$ 19.631,00 ; R$ 52.680,00 ;
Lenn;;0;Free Folk;;;;;;0;0;1;1;0;;;;;0;0;0;0;0.00668896321070234; R$ 86.939,00 ; R$ 31.795,00 ;
Pono;KhalKo (formerly);0;Dothraki;;;;;;1;1;1;1;1;;;;;0;1;0;0;0.060200668896321; R$ 19.645,00 ; R$ 53.599,00 ;
Androw Frey;;1;;;;;House Frey;;0;1;1;1;0;;;;;0;0;0;0;0.133779264214046; R$ 3.807,00 ; R$ 64.249,00 ;
Tygett Lannister;Ser;1;;;;;House Lannister;Darlessa Marbrand;1;1;1;1;1;;;;1;1;1;0;0;0.110367892976588; R$ 53.051,00 ; R$ 25.886,00 ;
Desmond Grell;Ser;0;;;;;House Grell;;1;1;1;1;0;;;;;0;1;0;0;0.0769230769230769; R$ 82.383,00 ; R$ 72.076,00 ;
Raynard;Septon;1;;;;;Faith of the Seven;;0;0;0;1;1;;;;;0;0;0;0;0.020066889632107; R$ 36.813,00 ; R$ 37.530,00 ;
Theon Stark;;1;Northmen;;;;;;0;0;0;0;0;;;;;0;0;0;0;0.0568561872909698; R$ 39.559,00 ; R$ 61.549,00 ;
Larraq;;1;Ghiscari;;;;;;0;0;0;0;1;;;;;0;0;0;0;0.020066889632107; R$ 41.216,00 ; R$ 74.696,00 ;
Hosman Norcross;Ser;1;;;;;House Norcross;Delena Florent;0;1;1;1;0;;;;1;1;1;0;0;0.0769230769230769; R$ 15.835,00 ; R$ 35.831,00 ;
Olymer Tyrell;Ser;1;;;;;House Tyrell;Lysa Meadows;0;0;1;1;0;;;;1;1;1;0;0;0.130434782608695; R$ 5.417,00 ; R$ 28.150,00 ;
Endrew Tarth;Ser;1;;;;;House Tarth;;1;1;1;0;0;;;;;0;1;0;0;0.0668896321070234; R$ 83.194,00 ; R$ 42.427,00 ;
Titus Peake;Starpike;1;;;;;House Peake;Margot Lannister;0;0;1;1;1;;;;1;1;1;0;0;0.020066889632107; R$ 34.929,00 ; R$ 27.102,00 ;
Smiling Knight;;1;;;;;Kingswood Brotherhood;;0;0;1;1;0;;;;;0;0;0;0;0.040133779264214; R$ 98.812,00 ; R$ 42.647,00 ;
Willis Fell;Ser;0;;;;;House Fell;;0;0;0;0;0;;;;;0;1;0;0;0.0234113712374581; R$ 7.719,00 ; R$ 54.316,00 ;
Wallen;;0;;;;;Night's Watch;;1;0;0;0;0;;;;;0;0;0;0;0.020066889632107; R$ 66.112,00 ; R$ 63.919,00 ;
Delp;;0;;;;;House Tully;;0;1;1;1;1;;;;;0;0;0;0;0.0133779264214046; R$ 31.465,00 ; R$ 73.127,00 ;
Harle the Handsome;;1;Free Folk;;;;;;0;0;0;0;1;;;;;0;0;0;0;0.0133779264214046; R$ 29.844,00 ; R$ 43.449,00 ;
Tristimun;Ser;1;;;;;Sea watch;;0;0;1;0;0;;;;;0;1;0;0;0; R$ 77.651,00 ; R$ 31.674,00 ;
Gyldayn;Archmaester;1;;;;;The Citadel;;0;0;0;0;0;;;;;0;1;0;0;0.157190635451505; R$ 48.856,00 ; R$ 59.473,00 ;
Denys Darklyn;Duskendale;1;;;;;House Darklyn;Serala;0;0;0;1;0;;;;1;1;1;0;0;0.0568561872909698; R$ 42.883,00 ; R$ 39.821,00 ;
Balon Botley;;1;Ironborn;;;;House Botley;;0;0;0;1;0;;;;;0;0;0;0;0.0501672240802675; R$ 58.035,00 ; R$ 54.191,00 ;
Tybero Istarion;;1;;;;;Second Sons;;0;0;0;0;1;;;;;0;0;0;0;0.0133779264214046; R$ 49.440,00 ; R$ 71.994,00 ;
Marwyn Belmore;Ser;1;;;;;House Belmore;;0;1;1;1;0;;;;;0;1;0;0;0.0234113712374581; R$ 99.304,00 ; R$ 57.808,00 ;
Raymun Fossoway;Ser;1;;;;;House Fossoway of New Barrel;;0;0;0;0;0;;;;;0;1;0;0;0.040133779264214; R$ 89.518,00 ; R$ 25.655,00 ;
Sylwa Paege;;0;;;;;House Paege;Whalen Frey;0;1;1;1;0;;;;1;1;0;0;0;0.0802675585284281; R$ 85.576,00 ; R$ 35.722,00 ;
Clarence Crabb;Ser;1;;;;;House Crabb;;0;0;0;1;0;;;;;0;1;0;0;0.0267558528428093; R$ 37.903,00 ; R$ 49.928,00 ;
Lucas Roote;;1;;;;;House Roote;;0;0;1;0;0;;;;;0;0;0;0;0.0133779264214046; R$ 9.956,00 ; R$ 41.400,00 ;
Quenton Hightower;Hightower;1;;;;;House Hightower;;0;0;0;1;0;;;;;0;1;0;0;0.00668896321070234; R$ 16.741,00 ; R$ 39.844,00 ;
Mathis Rowan;Goldengrove;1;Reach;;;;House Rowan;Bethany Redwyne;1;1;1;1;1;;;;1;1;1;0;1;0.364548494983277; R$ 80.385,00 ; R$ 66.146,00 ;
Cortnay Penrose;Ser;1;;;;;House Penrose;;0;1;1;0;0;;;;;0;1;0;0;0.160535117056856; R$ 28.083,00 ; R$ 62.278,00 ;
Thoren Smallwood;First Ranger;1;;;;;Night's Watch;;0;1;1;0;0;;;;;0;1;0;0;0.0869565217391304; R$ 93.351,00 ; R$ 65.654,00 ;
Romny Weaver;;1;Ironborn;;;;House Weaver;;0;0;0;1;0;;;;;0;0;0;0;0.020066889632107; R$ 10.182,00 ; R$ 72.625,00 ;
Steely Pate;;1;;;;;;;0;0;0;0;0;;;;;0;0;0;0;0.0133779264214046; R$ 48.152,00 ; R$ 53.183,00 ;
Quaithe;;0;Asshai'i;;;;;;0;1;1;1;1;;;;;0;0;0;0;0.127090301003344; R$ 57.332,00 ; R$ 29.794,00 ;
Gyloro Dothare;;1;Braavosi;;;;;;0;0;0;1;0;;;;;0;0;0;0;0.0133779264214046; R$ 55.531,00 ; R$ 79.319,00 ;
Cynthea Frey;;0;;;;;House Frey;;0;1;1;1;0;;;;;0;0;0;0;0.1438127090301; R$ 7.211,00 ; R$ 68.782,00 ;
Stonehand;;0;Ironborn;;;;;;0;0;0;1;1;;;;;0;0;0;0;0.0100334448160535; R$ 98.154,00 ; R$ 35.747,00 ;
Hother Umber;Castellan;1;Northmen;;;;House Umber;;0;1;1;1;1;;;;;0;1;0;0;0.1438127090301; R$ 24.910,00 ; R$ 68.479,00 ;
Dobber;;1;;;;;;;0;1;0;0;0;;;;;0;0;0;0;0.0267558528428093; R$ 55.041,00 ; R$ 70.179,00 ;
Nymella Toland;Ghost Hill;0;Dornish;;;;House Toland;;0;0;1;1;1;;;;;0;1;0;0;0.0434782608695652; R$ 73.916,00 ; R$ 28.606,00 ;
Black Bernarr;;1;;;;;Night's Watch;;0;0;1;1;1;;;;;0;0;0;0;0.020066889632107; R$ 7.522,00 ; R$ 59.797,00 ;
Goady;;0;;;;;Night's Watch;;0;0;1;1;1;;;;;0;0;0;0;0.0167224080267558; R$ 61.633,00 ; R$ 79.709,00 ;
Garth Tyrell;Lord Seneschal;1;;;;;House Tyrell;;1;1;1;1;1;;;;;0;1;0;0;0.163879598662207; R$ 97.348,00 ; R$ 73.265,00 ;
Lyonel Tyrell (son of Leo);;0;;;;;House Tyrell;;0;0;1;1;0;;;;;0;0;0;0;0.130434782608695; R$ 45.568,00 ; R$ 68.812,00 ;
Devan Seaworth;;1;;;;;House Seaworth;;0;1;1;1;1;;;;;0;0;0;0;0.0936454849498327; R$ 24.834,00 ; R$ 46.186,00 ;
Armond Caswell;Bitterbridge;1;;;;;House Caswell;;0;0;0;0;0;;;;;0;1;0;0;0.00668896321070234; R$ 7.275,00 ; R$ 54.939,00 ;
Corliss Penny;Ser;0;;;;;House Penny;;0;0;0;1;1;;;;;0;1;0;0;0.0234113712374581; R$ 82.082,00 ; R$ 47.296,00 ;
Varly;;0;northmen;;;;House Stark;;1;0;0;0;0;;;;;0;0;0;0;0.0167224080267558; R$ 69.474,00 ; R$ 52.991,00 ;
Meizo Mahr;;0;;;;;;;0;0;1;0;0;;;;;0;0;0;0;0.00668896321070234; R$ 75.488,00 ; R$ 32.052,00 ;
Styr;Magnar of Thenn;1;Free Folk;;;;Thenn;;0;0;1;1;1;;;;;0;1;0;0;0.140468227424749; R$ 91.382,00 ; R$ 62.826,00 ;
Arwyn Frey;;0;;;;;House Frey;;0;1;1;1;1;;;;;0;0;0;0;0.0468227424749163; R$ 19.165,00 ; R$ 76.970,00 ;
Humfrey Hewett;Oakenshield;1;;;;;House Hewett;;0;0;0;1;1;;;;;0;1;0;0;0.0301003344481605; R$ 50.318,00 ; R$ 51.385,00 ;
Rufus Leek;Ser;0;;;;;House Leek;;0;0;0;1;1;;;;;0;1;0;0;0.0267558528428093; R$ 42.255,00 ; R$ 34.224,00 ;
Wyl the Whittler;;0;;;;;;;0;0;1;0;0;;;;;0;0;0;0;0.00668896321070234; R$ 29.278,00 ; R$ 51.555,00 ;
Robin Flint;Lord of Flint's Finger;0;;;;;House Flint of Widow's Watch;;1;1;1;1;0;;;;;0;1;0;0;0.0501672240802675; R$ 48.376,00 ; R$ 41.449,00 ;
Sawwood;;1;;;;;Night's Watch;;0;0;1;0;0;;;;;0;0;0;0;0.0100334448160535; R$ 4.765,00 ; R$ 46.327,00 ;
Maerie (Goodwife);Goodwife;0;;;;;;;0;0;1;0;0;;;;;0;1;0;0;0.00334448160535117; R$ 8.246,00 ; R$ 38.675,00 ;
Cedra;;0;;;;;House Martell;;0;0;0;1;0;;;;;0;0;0;0;0.0133779264214046; R$ 68.176,00 ; R$ 54.705,00 ;
Kraznys mo Nakloz;;1;Astapor;;;;Good Masters;;0;0;1;0;1;;;;;0;0;0;0;0.0769230769230769; R$ 34.961,00 ; R$ 59.357,00 ;
Waldon Wynch;Lord of Iron Holt;1;Ironborn;;;;House Wynch;;0;1;1;1;1;;;;;0;1;0;0;0.0234113712374581; R$ 17.707,00 ; R$ 58.966,00 ;
Herbert Bolling;Ser;0;;;;;House Bolling;;0;0;0;1;0;;;;;0;1;0;0;0.0100334448160535; R$ 24.531,00 ; R$ 50.815,00 ;
Poul Pemford;;1;;;;;House Pemford;;0;1;0;0;0;;;;;0;0;0;0;0.00668896321070234; R$ 74.697,00 ; R$ 75.842,00 ;
Chayle;Septon;1;;;;;;;1;1;1;0;0;;;;;0;0;0;0;0.0635451505016722; R$ 51.993,00 ; R$ 52.919,00 ;
Gurn;;0;Vale mountain clans;;;;Stone Crows;;1;0;0;0;0;;;;;0;0;0;0;0.00334448160535117; R$ 93.247,00 ; R$ 30.572,00 ;
Yorkel;;0;;;;;House Targaryen;;0;0;0;0;0;;;;;0;0;0;0;0; R$ 83.707,00 ; R$ 38.984,00 ;
Joramun;King-Beyond-the-Wall;1;Free Folk;;;;;;0;1;1;0;0;;;;;0;1;0;0;0.0635451505016722; R$ 46.483,00 ; R$ 62.398,00 ;
Umfred;;0;;;;;House Baelish;;0;0;1;0;0;;;;;0;0;0;0;0.00334448160535117; R$ 5.858,00 ; R$ 67.171,00 ;
Brown Bernarr;;0;;;;;Night's Watch;;0;1;1;0;0;;;;;0;0;0;0;0.0234113712374581; R$ 17.470,00 ; R$ 37.779,00 ;
Maege Mormont;Lady of Bear Island;0;Northmen;;;;House Mormont;;1;1;1;1;1;;;;;0;1;1;0;0.137123745819397; R$ 19.010,00 ; R$ 38.511,00 ;
Lyanna Stark;;1;Northmen;;;;House Stark;;1;1;1;0;1;;;;;0;0;5;1;0.354515050167224; R$ 60.092,00 ; R$ 23.678,00 ;
Dolf;;0;Vale mountain clans;;;;Stone Crows;;1;1;0;0;1;;;;;0;0;0;0;0.0167224080267558; R$ 98.733,00 ; R$ 73.815,00 ;
Marghaz zo Loraq;;1;Ghiscari;;;;House of Loraq;;0;0;0;0;1;;;;;0;0;0;0;0.0334448160535117; R$ 5.195,00 ; R$ 44.179,00 ;
Edwyn Osgrey;Ser;1;;;;;House Osgrey;;0;0;0;0;0;;;;;0;1;0;0;0.020066889632107; R$ 88.186,00 ; R$ 48.251,00 ;
Black Balaq;;1;Summer Islander;;;;Golden Company;;0;0;0;0;0;;;;;0;0;0;0;0; R$ 11.196,00 ; R$ 31.150,00 ;
Aegon Targaryen (son of Jaehaerys I);Prince;0;Valyrian;;;;House Targaryen;;0;0;0;0;0;;;;;0;1;0;0;0; R$ 62.215,00 ; R$ 41.249,00 ;
Monford Velaryon;Lord of the Tides;1;Valyrian;;;;House Velaryon;;0;1;1;0;0;;;;;0;1;0;0;0.0234113712374581; R$ 57.864,00 ; R$ 25.295,00 ;
Robin Hill;Lord Commander of the Night's Watch;1;;;;;Night's Watch;;0;0;1;0;0;;;;;0;1;0;0;0.0568561872909698; R$ 17.001,00 ; R$ 27.833,00 ;
Lord Staunton;Rook's Rest;1;;;;;House Staunton;;0;0;0;0;0;;;;;0;1;0;0;0.0167224080267558; R$ 63.882,00 ; R$ 60.671,00 ;
Ralf Stonehouse;Red Jester;1;Ironborn;;;;House Stonehouse;;0;0;0;1;1;;;;;0;1;0;0;0.0334448160535117; R$ 80.874,00 ; R$ 69.558,00 ;
Harwyn Hoare;;1;;;Qhorwyn Hoare;Halleck Hoare;;;0;0;0;0;0;;1;1;;0;0;0;0;0.100334448160535; R$ 17.482,00 ; R$ 73.931,00 ;
Ebben;;1;;;;;Night's Watch;;0;1;1;1;1;;;;;0;0;0;0;0.0434782608695652; R$ 41.111,00 ; R$ 70.638,00 ;
Clydas;;1;;;;;Night's Watch;;1;1;1;1;1;;;;;0;0;0;0;0.0635451505016722; R$ 79.285,00 ; R$ 66.107,00 ;
Alyn Haigh;;0;;;;;House Haigh;;0;1;1;1;0;;;;;0;0;0;0;0.0735785953177257; R$ 43.831,00 ; R$ 42.404,00 ;
Oswell Kettleblack;;1;;;;;House Kettleblack;;0;0;1;1;1;;;;;0;0;0;0;0.0568561872909698; R$ 75.792,00 ; R$ 70.789,00 ;
Poetess;;0;Braavosi;;;;;;0;0;0;1;0;;;;;0;0;0;0;0.0100334448160535; R$ 20.250,00 ; R$ 45.179,00 ;
Qarlton Chelsted;Master of Coin;1;;;;;House Chelsted;;0;0;1;1;0;;;;;0;1;0;1;0.357859531772575; R$ 7.353,00 ; R$ 52.246,00 ;
Rodrik Stark;King in the North;1;Northmen;;;;House Stark;;1;0;0;0;0;;;;;0;1;0;0;0.040133779264214; R$ 76.602,00 ; R$ 76.901,00 ;
Craster;;1;Free Folk;;;;;;0;1;1;1;1;;;;;0;0;0;0;0.170568561872909; R$ 84.080,00 ; R$ 54.513,00 ;
Humfrey Beesbury;Ser;1;;;;;House Beesbury;;0;0;0;0;0;;;;;0;1;0;0;0.0267558528428093; R$ 1.405,00 ; R$ 42.013,00 ;
Otto Hightower;Ser;1;;;;;House Hightower;;0;0;1;0;0;;;;;0;1;0;1;0.371237458193979; R$ 37.466,00 ; R$ 39.750,00 ;
Ulf son of Umar;;1;Vale mountain clans;;;;Moon Brothers;;1;0;0;0;0;;;;;0;0;0;0;0.0234113712374581; R$ 74.154,00 ; R$ 57.286,00 ;
Wat (Wet);;1;;;;;House Osgrey;;0;0;0;0;0;;;;;0;0;0;0;0.00668896321070234; R$ 46.131,00 ; R$ 32.326,00 ;
Ronald Storm;;1;;;;;House Connington;;0;0;0;0;1;;;;;0;0;0;0;0.040133779264214; R$ 6.340,00 ; R$ 33.659,00 ;
Stiv;;0;Wildlings;;;;Night's Watch;;1;0;0;0;0;;;;;0;0;0;0;0.0334448160535117; R$ 5.392,00 ; R$ 39.323,00 ;
Steffon Fossoway;Ser;1;;;;;House Fossoway of Cider Hall;;0;0;0;0;0;;;;;0;1;0;0;0.040133779264214; R$ 75.138,00 ; R$ 53.569,00 ;
Hoster Frey;;1;;;;;House Frey;;0;1;1;1;0;;;;;0;0;0;0;0.0903010033444816; R$ 20.091,00 ; R$ 59.662,00 ;
Bors;;1;;;;;House Martell;;0;0;0;1;0;;;;;0;0;0;0;0.00668896321070234; R$ 58.607,00 ; R$ 37.864,00 ;
Harrold Westerling;Ser;1;Westermen;;;;House Westerling;;0;0;0;0;0;;;;;0;1;0;0;0.270903010033444; R$ 53.638,00 ; R$ 49.099,00 ;
Ben Bones;;1;;;;;House Bolton;;0;0;0;0;1;;;;;0;0;0;0;0.0334448160535117; R$ 29.365,00 ; R$ 27.122,00 ;
Megga Tyrell;;0;;;;;House Tyrell;;0;0;1;1;1;;;;;0;0;0;0;0.153846153846153; R$ 10.230,00 ; R$ 44.140,00 ;
Rosamund Lannister;;0;;;;;House Lannister of Lannisport;;0;0;0;1;1;;;;;0;0;0;0;0.0234113712374581; R$ 10.382,00 ; R$ 54.990,00 ;
Pate (Pinchbottom);;0;;;;;;;0;0;0;0;0;;;;;0;0;0;0;0.00334448160535117; R$ 89.352,00 ; R$ 52.557,00 ;
Ygon Farwynd;;1;;;;;House Farwynd of the Lonely Light;;0;0;0;1;0;;;;;0;0;0;0;0.0100334448160535; R$ 35.102,00 ; R$ 30.538,00 ;
Walda Frey (daughter of Rhaegar);;0;;;;;House Frey;;0;0;0;0;0;;;;;0;0;0;0;0; R$ 75.633,00 ; R$ 55.204,00 ;
Lucas Tyrell;;1;;;;;House Tyrell;;0;0;1;1;0;;;;;0;0;0;0;0.123745819397993; R$ 24.281,00 ; R$ 41.885,00 ;
Rhonda Rowan;;0;;;;;House Rowan;Baelor Hightower;0;0;0;1;0;;;;1;1;0;0;0;0.0501672240802675; R$ 89.204,00 ; R$ 47.586,00 ;
Wat (Standfast);;0;;;;;House Osgrey;;0;0;0;0;0;;;;;0;0;0;0;0.00334448160535117; R$ 76.255,00 ; R$ 59.114,00 ;
Castos;Archmaester;0;;;;;;;0;0;0;1;0;;;;;0;1;0;0;0.00668896321070234; R$ 95.960,00 ; R$ 37.542,00 ;
Dagmer;Foamdrinker;1;Ironborn;;;;House Greyjoy;;0;1;0;1;1;;;;;0;1;0;0;0.120401337792642; R$ 48.541,00 ; R$ 72.362,00 ;
Bedwyck;;1;;;;;Night's Watch;;0;1;1;1;1;;;;;0;0;0;0;0.0501672240802675; R$ 62.182,00 ; R$ 44.160,00 ;
Belis;Wisdom;1;;;;;Alchemists' Guild;;0;0;1;0;0;;;;;0;1;0;0;0.020066889632107; R$ 13.888,00 ; R$ 30.090,00 ;
Daeron Targaryen (son of Maekar I);Prince of Dragonstone;1;;;;;House Targaryen;Kiera of Tyrosh;0;1;0;1;0;;;;1;1;1;0;0;0.130434782608695; R$ 91.580,00 ; R$ 71.481,00 ;
Leo Tyrell (son of Victor);Ser;1;;;;;House Tyrell;Alys Beesbury;0;0;1;1;0;;;;1;1;1;0;0;0.130434782608695; R$ 22.746,00 ; R$ 39.328,00 ;
Beron Stark;Winterfell;1;Northmen;;;;House Stark;Lorra Royce;0;1;0;0;0;;;;1;1;1;0;0;0.234113712374581; R$ 38.117,00 ; R$ 68.242,00 ;
Garth XII Gardener;;0;;;;;;;0;0;0;0;0;;;;;0;0;0;0;0.0133779264214046; R$ 1.877,00 ; R$ 45.875,00 ;
Gretchel;;1;;;;;House Arryn;;0;0;0;1;1;;;;;0;0;0;0;0.0167224080267558; R$ 48.969,00 ; R$ 74.106,00 ;
Beck;Goodman;1;;;;;;;0;0;1;0;0;;;;;0;1;0;0;0; R$ 58.379,00 ; R$ 43.791,00 ;
Lucias Vypren;Lord;1;;;;;House Vypren;Lythene Frey;0;1;1;1;1;;;;1;1;1;0;0;0.163879598662207; R$ 62.092,00 ; R$ 55.253,00 ;
Jon Wylde;Ser;1;;;;;House Wylde;Elyana Vypren;0;1;1;1;0;;;;1;1;1;0;0;0.160535117056856; R$ 1.351,00 ; R$ 40.253,00 ;
